customerID,tenure,Contract,InternetService,MonthlyCharges,churn_probability,risk_tier
4912-PIGUY,1,Month-to-month,Fiber optic,84.6,75.5,🔴 High risk
4884-ZTHVF,8,Month-to-month,Fiber optic,87.1,75.5,🔴 High risk
6969-MVBAI,9,Month-to-month,Fiber optic,90.1,75.4,🔴 High risk
3489-HHPFY,2,Month-to-month,Fiber optic,84.05,75.4,🔴 High risk
2077-MPJQO,7,Month-to-month,Fiber optic,75.4,75.2,🔴 High risk
3318-NMQXL,3,Month-to-month,Fiber optic,92.0,75.2,🔴 High risk
7439-DKZTW,1,Month-to-month,Fiber optic,80.55,75.1,🔴 High risk
9334-GWGOW,7,Month-to-month,Fiber optic,74.85,74.9,🔴 High risk
1452-VOQCH,1,Month-to-month,Fiber optic,75.1,74.6,🔴 High risk
4234-XTNEA,2,Month-to-month,Fiber optic,79.95,74.6,🔴 High risk
3422-GALYP,2,Month-to-month,Fiber optic,79.45,74.4,🔴 High risk
9290-SHCMB,13,Month-to-month,Fiber optic,96.85,74.2,🔴 High risk
7465-ZZRVX,1,Month-to-month,Fiber optic,70.35,74.1,🔴 High risk
5542-TBBWB,1,Month-to-month,Fiber optic,69.9,74.1,🔴 High risk
8622-ZLFKO,6,Month-to-month,Fiber optic,90.75,74.1,🔴 High risk
7321-VGNKU,2,Month-to-month,Fiber optic,70.35,74.1,🔴 High risk
1640-PLFMP,1,Month-to-month,Fiber optic,70.25,74.1,🔴 High risk
2789-HQBOU,3,Month-to-month,Fiber optic,80.35,74.0,🔴 High risk
4770-UEZOX,2,Month-to-month,Fiber optic,74.75,73.9,🔴 High risk
6357-JJPQT,3,Month-to-month,Fiber optic,80.5,73.9,🔴 High risk
2688-BHGOG,9,Month-to-month,Fiber optic,79.55,73.9,🔴 High risk
8161-QYMTT,7,Month-to-month,Fiber optic,94.1,73.6,🔴 High risk
3462-BJQQA,6,Month-to-month,Fiber optic,89.75,73.5,🔴 High risk
9717-QEBGU,2,Month-to-month,Fiber optic,70.3,73.5,🔴 High risk
2897-DOVND,2,Month-to-month,Fiber optic,69.8,73.5,🔴 High risk
7394-LWLYN,2,Month-to-month,Fiber optic,70.15,73.4,🔴 High risk
4482-EWFMI,2,Month-to-month,Fiber optic,69.7,73.4,🔴 High risk
3629-ZNKXA,17,Month-to-month,Fiber optic,101.8,73.3,🔴 High risk
4090-KPJIP,3,Month-to-month,Fiber optic,74.95,73.3,🔴 High risk
8739-XNIKG,5,Month-to-month,Fiber optic,84.0,73.3,🔴 High risk
3320-VEOYC,14,Month-to-month,Fiber optic,95.6,73.3,🔴 High risk
1016-DJTSV,8,Month-to-month,Fiber optic,69.7,73.2,🔴 High risk
6860-YRJZP,9,Month-to-month,Fiber optic,74.05,73.2,🔴 High risk
6583-KQJLK,15,Month-to-month,Fiber optic,94.65,73.0,🔴 High risk
9633-XQABV,3,Month-to-month,Fiber optic,70.25,72.9,🔴 High risk
4749-OJKQU,4,Month-to-month,Fiber optic,75.65,72.8,🔴 High risk
7245-NIIWQ,3,Month-to-month,Fiber optic,69.85,72.7,🔴 High risk
6077-BDPXA,3,Month-to-month,Fiber optic,70.15,72.7,🔴 High risk
5288-AHOUP,11,Month-to-month,Fiber optic,78.5,72.6,🔴 High risk
9402-ORRAH,15,Month-to-month,Fiber optic,91.5,72.5,🔴 High risk
1960-UYCNN,10,Month-to-month,Fiber optic,95.25,72.4,🔴 High risk
7225-CBZPL,17,Month-to-month,Fiber optic,94.8,72.4,🔴 High risk
7668-XCFYV,17,Month-to-month,Fiber optic,92.55,72.4,🔴 High risk
7206-PQBBZ,11,Month-to-month,Fiber optic,70.2,72.3,🔴 High risk
5956-YHHRX,21,Month-to-month,Fiber optic,104.35,72.2,🔴 High risk
8087-LGYHQ,9,Month-to-month,Fiber optic,94.05,72.2,🔴 High risk
1941-HOSAM,1,Month-to-month,Fiber optic,90.1,72.2,🔴 High risk
0018-NYROU,5,Month-to-month,Fiber optic,68.95,72.1,🔴 High risk
5399-ZIMKF,5,Month-to-month,Fiber optic,74.65,72.1,🔴 High risk
5935-FCCNB,17,Month-to-month,Fiber optic,94.2,71.8,🔴 High risk
3452-GWUIN,19,Month-to-month,Fiber optic,94.95,71.4,🔴 High risk
4273-MBHYA,1,Month-to-month,Fiber optic,89.35,71.4,🔴 High risk
2018-QKYGT,1,Month-to-month,Fiber optic,81.05,71.3,🔴 High risk
7363-QTBIW,9,Month-to-month,Fiber optic,79.75,71.3,🔴 High risk
2215-ZAFGX,9,Month-to-month,Fiber optic,85.5,71.2,🔴 High risk
4929-XIHVW,2,Month-to-month,Fiber optic,95.5,71.2,🔴 High risk
0840-DFEZH,7,Month-to-month,Fiber optic,75.35,71.1,🔴 High risk
8325-QRPZR,7,Month-to-month,Fiber optic,75.15,70.9,🔴 High risk
3453-RTHJQ,6,Month-to-month,Fiber optic,69.1,70.8,🔴 High risk
8775-ERLNB,1,Month-to-month,Fiber optic,74.3,70.7,🔴 High risk
1475-VWVDO,7,Month-to-month,Fiber optic,74.9,70.7,🔴 High risk
8107-KNCIM,14,Month-to-month,Fiber optic,75.1,70.6,🔴 High risk
1173-XZPYF,11,Month-to-month,Fiber optic,89.2,70.6,🔴 High risk
0365-BZUWY,17,Month-to-month,Fiber optic,102.55,70.4,🔴 High risk
5995-SNNEW,23,Month-to-month,Fiber optic,104.45,70.4,🔴 High risk
4291-SHSBH,7,Month-to-month,Fiber optic,69.55,70.3,🔴 High risk
8309-IEYJD,1,Month-to-month,Fiber optic,70.6,70.2,🔴 High risk
8541-QVFKM,8,Month-to-month,Fiber optic,73.5,70.2,🔴 High risk
3199-XGZCY,8,Month-to-month,Fiber optic,75.25,70.1,🔴 High risk
3191-CSNMG,3,Month-to-month,Fiber optic,80.7,70.0,🔴 High risk
3030-YDNRM,8,Month-to-month,Fiber optic,74.85,70.0,🔴 High risk
